payment_id,invoice_id,customer_id,amount_paid,currency,payment_date,reference
PAY-00020285,INV-X-0017418,CUST-00705,6184.75,EUR,2026-01-17,noise
PAY-00014702,INV-0015383,CUST-00996,713.79,EUR,2025-03-15,full-match
PAY-00014802,INV-0015480,CUST-00631,2614.90,EUR,2025-09-19,full-match
PAY-00013499,INV-0014147,CUST-00138,4964.50,EUR,2025-02-15,full-match
PAY-00001038,INV-0001079,CUST-00929,2121.90,EUR,2025-08-03,full-match
PAY-00009689,INV-0010154,CUST-00593,377.38,EUR,2025-03-02,full-match
PAY-00007178,INV-0007525,CUST-00620,3635.83,EUR,2025-09-06,suspicious-customer-mismatch
PAY-00008304,INV-0008713,CUST-00838,662.68,EUR,2026-02-06,overpay
PAY-00005752,INV-0006006,CUST-00614,2921.55,EUR,2025-06-28,full-match
PAY-00000897,INV-0000937,CUST-00097,2337.11,EUR,2025-04-06,full-match
PAY-00023478,INV-X-0016170,CUST-00312,1328.65,EUR,2025-04-15,noise
PAY-00011663,INV-0012234,CUST-00326,2665.78,EUR,2025-07-02,overpay
PAY-00002288,INV-0002393,CUST-00424,2801.16,EUR,2026-02-05,full-match
PAY-00001218,INV-0001277,CUST-00284,4208.54,EUR,2025-04-18,full-match
PAY-00014977,INV-0015651,CUST-00880,3937.05,EUR,2025-06-23,duplicate
PAY-00016456,INV-0017215,CUST-00670,4615.78,EUR,2025-03-26,full-match
PAY-00008188,INV-0008592,CUST-00405,2826.53,EUR,2025-12-31,full-match
PAY-00005391,INV-0005623,CUST-00902,3096.10,EUR,2025-05-18,duplicate
PAY-00021006,INV-X-0029033,CUST-00271,5135.58,EUR,2025-10-27,noise
PAY-00003184,INV-0003332,CUST-00673,527.37,EUR,2025-06-19,overpay
PAY-00003237,INV-0003389,CUST-00388,4162.10,EUR,2025-02-05,full-match
PAY-00012043,INV-0012624,CUST-00942,1886.79,EUR,2025-03-22,duplicate
PAY-00012596,INV-0013202,CUST-00810,201.06,EUR,2025-05-09,full-match
PAY-00020610,INV-X-0031782,CUST-00493,4348.72,EUR,2026-02-24,noise
PAY-00006461,INV-0006766,CUST-00225,2254.22,EUR,2025-06-16,full-match
PAY-00009301,INV-0009753,CUST-00303,1879.17,EUR,2026-02-09,full-match
PAY-00001870,INV-0001959,CUST-00026,2038.07,EUR,2025-06-13,full-match
PAY-00024096,INV-X-0007059,CUST-00557,2745.26,EUR,2026-01-07,noise
PAY-00008546,INV-0008957,CUST-00652,623.43,EUR,2025-11-07,full-match
PAY-00010743,INV-0011262,CUST-00932,2068.96,EUR,2025-09-24,full-match
PAY-00004732,INV-0004936,CUST-00621,4120.17,EUR,2025-10-16,full-match
PAY-00008152,INV-0008555,CUST-00908,2557.57,EUR,2025-11-10,full-match
PAY-00013228,INV-0013874,CUST-00570,4293.77,EUR,2025-05-18,full-match
PAY-00002406,INV-0002522,CUST-00645,4005.77,EUR,2026-01-10,full-match
PAY-00006709,INV-0007030,CUST-00237,4294.47,EUR,2025-11-25,full-match
PAY-00021607,INV-X-0003230,CUST-00135,1638.55,EUR,2025-11-20,noise
PAY-00008206,INV-0008612,CUST-00564,3553.80,EUR,2025-09-16,full-match
PAY-00005249,INV-0005478,CUST-00947,294.41,EUR,2025-12-05,full-match
PAY-00009694,INV-0010160,CUST-00993,1021.57,EUR,2025-02-04,full-match
PAY-00010893,INV-0011418,CUST-00603,2376.13,EUR,2025-10-25,full-match
PAY-00016062,INV-0016807,CUST-00460,308.38,EUR,2025-06-14,full-match
PAY-00004912,INV-0005128,CUST-00075,4794.38,EUR,2025-03-23,full-match
PAY-00021811,INV-X-0021449,CUST-00558,3512.65,EUR,2025-05-16,noise
PAY-00023279,INV-X-0014179,CUST-00292,6140.77,EUR,2025-10-27,noise
PAY-00013550,INV-0014199,CUST-00797,2221.86,EUR,2025-11-07,full-match
PAY-00010801,INV-0011322,CUST-00734,124.64,EUR,2026-01-04,full-match
PAY-00024575,INV-X-0024853,CUST-00355,1808.10,EUR,2025-04-17,noise
PAY-00006652,INV-0006972,CUST-00327,4469.30,EUR,2025-04-12,duplicate
PAY-00002214,INV-0002314,CUST-00348,2705.63,EUR,2025-12-04,partial
PAY-00014978,INV-0015652,CUST-00202,108.27,EUR,2025-10-08,partial
PAY-00004036,INV-0004206,CUST-00997,987.26,EUR,2025-03-16,full-match
PAY-00014348,INV-0015021,CUST-00910,3906.72,EUR,2025-04-12,full-match
PAY-00019863,INV-X-0037298,CUST-00864,330.87,EUR,2026-02-25,noise
PAY-00017522,INV-0018311,CUST-00470,2883.53,EUR,2025-04-21,full-match
PAY-00001413,INV-0001482,CUST-00255,830.61,EUR,2025-04-03,full-match
PAY-00019338,INV-X-0030452,CUST-00744,109.91,EUR,2025-05-03,noise
PAY-00001557,INV-0001643,CUST-00420,2237.28,EUR,2026-01-01,full-match
PAY-00011926,INV-0012503,CUST-00294,2152.21,EUR,2025-07-17,full-match
PAY-00000695,INV-0000725,CUST-00247,2855.14,EUR,2025-08-24,full-match
PAY-00002380,INV-0002493,CUST-00958,4220.04,EUR,2025-06-30,full-match
PAY-00015625,INV-0016342,CUST-00968,4460.88,EUR,2026-01-06,duplicate
PAY-00004384,INV-0004568,CUST-00480,6080.13,EUR,2025-05-17,overpay
PAY-00009977,INV-0010452,CUST-00590,1317.97,EUR,2025-08-11,overpay
PAY-00007452,INV-0007808,CUST-00686,1012.98,EUR,2025-09-22,partial
PAY-00007589,INV-0007960,CUST-00706,2296.09,EUR,2025-02-15,full-match
PAY-00023118,INV-X-0014809,CUST-00570,815.30,EUR,2025-07-10,noise
PAY-00018999,INV-0019845,CUST-00776,857.30,EUR,2026-01-01,full-match
PAY-00001785,INV-0001874,CUST-00181,840.81,EUR,2025-02-04,full-match
PAY-00018706,INV-0019547,CUST-00902,768.91,EUR,2025-03-13,full-match
PAY-00010741,INV-0011260,CUST-00388,438.21,EUR,2025-03-27,partial
PAY-00001757,INV-0001845,CUST-00759,2917.76,EUR,2025-02-17,full-match
PAY-00017947,INV-0018748,CUST-00582,2740.51,EUR,2025-04-15,full-match
PAY-00023421,INV-X-0038880,CUST-00336,4203.25,EUR,2025-09-22,noise
PAY-00011018,INV-0011548,CUST-00594,3163.19,EUR,2025-02-03,duplicate
PAY-00017234,INV-0018011,CUST-00759,1704.40,EUR,2025-04-09,full-match
PAY-00006517,INV-0006829,CUST-00434,4120.67,EUR,2025-07-01,full-match
PAY-00017830,INV-0018624,CUST-00161,2577.60,EUR,2025-07-07,full-match
PAY-00022567,INV-X-0011568,CUST-00316,1836.02,EUR,2025-04-30,noise
PAY-00012484,INV-0013085,CUST-00643,831.50,EUR,2026-01-14,partial
PAY-00016324,INV-0017077,CUST-00105,4989.94,EUR,2025-06-19,full-match
PAY-00008917,INV-0009345,CUST-00686,3259.81,EUR,2025-03-14,full-match
PAY-00008842,INV-0009267,CUST-00695,583.68,EUR,2025-01-27,full-match
PAY-00001905,INV-0001996,CUST-00527,1009.38,EUR,2025-12-14,full-match
PAY-00002087,INV-0002188,CUST-00055,568.44,EUR,2025-02-25,partial
PAY-00004677,INV-0004879,CUST-00166,4850.17,EUR,2025-07-18,suspicious-customer-mismatch
PAY-00022136,INV-X-0021233,CUST-00639,4756.05,EUR,2025-04-23,noise
PAY-00003727,INV-0003883,CUST-00031,2512.90,EUR,2025-07-20,full-match
PAY-00022192,INV-X-0015598,CUST-00144,6043.46,EUR,2025-11-15,noise
PAY-00020301,INV-X-0000021,CUST-00069,2328.22,EUR,2026-01-05,noise
PAY-00009050,INV-0009480,CUST-00609,1649.00,EUR,2025-02-18,full-match
PAY-00001673,INV-0001761,CUST-00522,2149.42,EUR,2025-09-16,full-match
PAY-00003919,INV-0004087,CUST-00387,1426.53,EUR,2025-05-21,full-match
PAY-00000076,INV-0000078,CUST-00593,2992.87,EUR,2025-12-09,full-match
PAY-00004645,INV-0004845,CUST-00641,2375.36,EUR,2025-09-05,full-match
PAY-00021998,INV-X-0015096,CUST-00593,1848.35,EUR,2025-06-20,noise
PAY-00019532,INV-X-0021715,CUST-00872,1047.67,EUR,2025-01-30,noise
PAY-00009635,INV-0010097,CUST-00996,2240.96,EUR,2025-03-24,full-match
PAY-00013532,INV-0014180,CUST-00875,4368.82,EUR,2025-09-21,full-match
PAY-00002810,INV-0002946,CUST-00010,777.09,EUR,2025-03-21,suspicious-customer-mismatch
PAY-00010928,INV-0011455,CUST-00585,3780.64,EUR,2025-11-01,full-match
PAY-00023617,INV-X-0004494,CUST-00324,5758.23,EUR,2025-04-24,noise
PAY-00003638,INV-0003795,CUST-00798,588.12,EUR,2025-05-29,full-match
PAY-00011794,INV-0012370,CUST-00857,4730.33,EUR,2025-12-30,overpay
PAY-00016434,INV-0017192,CUST-00454,1219.34,EUR,2025-10-13,full-match
PAY-00012984,INV-0013613,CUST-00237,6178.33,EUR,2026-02-05,overpay
PAY-00008069,INV-0008469,CUST-00187,2309.60,EUR,2025-06-16,overpay
PAY-00004129,INV-0004301,CUST-00164,4182.37,EUR,2025-12-08,full-match
PAY-00007702,INV-0008086,CUST-00090,2705.54,EUR,2025-10-16,full-match
PAY-00006199,INV-0006487,CUST-00601,4016.79,EUR,2025-10-12,full-match
PAY-00024467,INV-X-0000131,CUST-00653,4225.38,EUR,2025-08-04,noise
PAY-00002627,INV-0002747,CUST-00006,2795.87,EUR,2025-07-12,full-match
PAY-00015676,INV-0016396,CUST-00816,3222.81,EUR,2025-03-17,full-match
PAY-00008352,INV-0008763,CUST-00726,3957.55,EUR,2025-09-15,full-match
PAY-00013468,INV-0014117,CUST-00838,635.41,EUR,2026-02-02,full-match
PAY-00023392,INV-X-0038198,CUST-00304,3115.00,EUR,2025-10-11,noise
PAY-00014630,INV-0015309,CUST-00626,1185.22,EUR,2025-02-04,full-match
PAY-00001343,INV-0001406,CUST-00834,544.36,EUR,2025-06-14,full-match
PAY-00022576,INV-X-0016457,CUST-00799,2468.58,EUR,2025-10-16,noise
PAY-00022106,INV-X-0027352,CUST-00077,2076.67,EUR,2025-12-31,noise
PAY-00013914,INV-0014570,CUST-00177,6508.79,EUR,2025-03-24,overpay
PAY-00002218,INV-0002320,CUST-00466,535.04,EUR,2026-01-29,full-match
PAY-00002314,INV-0002420,CUST-00343,454.95,EUR,2025-11-12,full-match
PAY-00012099,INV-0012680,CUST-00315,4818.87,EUR,2025-03-21,full-match
PAY-00011589,INV-0012159,CUST-00987,864.72,EUR,2025-11-26,full-match
PAY-00004449,INV-0004637,CUST-00789,4751.59,EUR,2025-03-08,full-match
PAY-00011134,INV-0011671,CUST-00599,3583.27,EUR,2025-12-31,duplicate
PAY-00017717,INV-0018510,CUST-00611,4901.45,EUR,2025-06-22,duplicate
PAY-00008101,INV-0008500,CUST-00361,4715.79,EUR,2025-10-04,duplicate
PAY-00002989,INV-0003135,CUST-00331,4313.87,EUR,2025-09-18,full-match
PAY-00020580,INV-X-0018543,CUST-00582,6919.71,EUR,2025-03-06,noise
PAY-00017720,INV-0018513,CUST-00955,2747.17,EUR,2026-01-09,duplicate
PAY-00019645,INV-X-0008851,CUST-00310,771.72,EUR,2025-10-17,noise
PAY-00019540,INV-X-0035102,CUST-00722,4544.28,EUR,2025-01-10,noise
PAY-00020943,INV-X-0009563,CUST-00953,6433.04,EUR,2025-04-03,noise
PAY-00024458,INV-X-0039992,CUST-00900,2539.66,EUR,2025-05-28,noise
PAY-00023950,INV-X-0003703,CUST-00289,3268.37,EUR,2025-06-03,noise
PAY-00020184,INV-X-0027504,CUST-00317,2205.41,EUR,2025-12-07,noise
PAY-00005392,INV-0005623,CUST-00902,3096.10,EUR,2025-05-18,duplicate
PAY-00002950,INV-0003093,CUST-00525,3816.76,EUR,2025-05-18,full-match
PAY-00005355,INV-0005588,CUST-00369,2272.48,EUR,2025-07-20,full-match
PAY-00022992,INV-X-0006754,CUST-00051,1149.92,EUR,2025-11-11,noise
PAY-00007101,INV-0007443,CUST-00281,2704.71,EUR,2025-09-29,full-match
PAY-00006595,INV-0006912,CUST-00833,1272.75,EUR,2025-07-08,full-match
PAY-00010693,INV-0011206,CUST-00447,4566.18,EUR,2025-11-09,full-match
PAY-00020263,INV-X-0034578,CUST-00314,240.11,EUR,2025-10-12,noise
PAY-00006965,INV-0007299,CUST-00071,2772.45,EUR,2025-12-26,full-match
PAY-00010687,INV-0011200,CUST-00041,1851.19,EUR,2025-05-01,full-match
PAY-00008535,INV-0008947,CUST-00582,4174.90,EUR,2025-04-03,full-match
PAY-00005796,INV-0006049,CUST-00115,3072.05,EUR,2025-09-16,full-match
PAY-00006375,INV-0006672,CUST-00630,712.79,EUR,2025-02-25,full-match
PAY-00006247,INV-0006535,CUST-00068,2212.81,EUR,2026-01-19,full-match
PAY-00003077,INV-0003224,CUST-00578,2207.29,EUR,2025-07-28,full-match
PAY-00011603,INV-0012174,CUST-00260,4797.99,EUR,2025-06-27,full-match
PAY-00023543,INV-X-0039998,CUST-00274,282.36,EUR,2025-07-14,noise
PAY-00021511,INV-X-0009944,CUST-00805,1472.99,EUR,2025-03-02,noise
PAY-00019489,INV-X-0016842,CUST-00075,6362.69,EUR,2025-04-07,noise
PAY-00015042,INV-0015718,CUST-00856,3495.63,EUR,2025-12-23,full-match
PAY-00015461,INV-0016178,CUST-00419,4815.83,EUR,2025-11-05,full-match
PAY-00013081,INV-0013722,CUST-00435,1198.13,EUR,2025-03-06,full-match
PAY-00020653,INV-X-0014084,CUST-00278,5254.39,EUR,2025-10-14,noise
PAY-00003789,INV-0003950,CUST-00777,1490.98,EUR,2025-10-20,full-match
PAY-00017910,INV-0018712,CUST-00296,4167.54,EUR,2025-04-27,full-match
PAY-00001792,INV-0001881,CUST-00766,3400.42,EUR,2025-07-19,full-match
PAY-00011540,INV-0012103,CUST-00945,3161.61,EUR,2025-05-07,full-match
PAY-00015853,INV-0016587,CUST-00937,1529.34,EUR,2026-01-07,full-match
PAY-00018182,,CUST-00921,2179.31,EUR,2025-10-29,missing-invoice-id
PAY-00003468,INV-0003625,CUST-00134,3333.86,EUR,2025-02-06,full-match
PAY-00002731,INV-0002854,CUST-00542,3043.33,EUR,2025-05-30,duplicate
PAY-00018043,INV-0018852,CUST-00993,4575.30,EUR,2025-08-14,full-match
PAY-00014680,INV-0015363,CUST-00452,1950.31,EUR,2025-11-07,full-match
PAY-00020888,INV-X-0028879,CUST-00815,6686.93,EUR,2025-05-03,noise
PAY-00019152,INV-X-0007695,CUST-00148,5741.01,EUR,2025-06-14,noise
PAY-00023829,INV-X-0035299,CUST-00447,5901.50,EUR,2025-06-23,noise
PAY-00013843,INV-0014502,CUST-00796,1638.21,EUR,2025-08-07,full-match
PAY-00012834,INV-0013455,CUST-00678,769.57,EUR,2026-01-12,full-match
PAY-00016686,INV-0017451,CUST-00978,717.47,EUR,2026-01-02,partial
PAY-00008344,INV-0008755,CUST-00926,5526.84,EUR,2025-08-15,overpay
PAY-00024932,INV-X-0015782,CUST-00531,4793.36,EUR,2025-03-29,noise
PAY-00011478,INV-0012037,CUST-00905,4161.63,EUR,2025-07-09,full-match
PAY-00005875,INV-0006135,CUST-00153,4631.00,EUR,2025-09-11,duplicate
PAY-00008793,INV-0009212,CUST-00462,2561.55,EUR,2025-06-15,full-match
PAY-00005528,INV-0005767,CUST-00232,566.04,EUR,2026-01-04,full-match
PAY-00009345,INV-0009800,CUST-00213,4071.09,EUR,2025-05-07,partial
PAY-00004614,INV-0004814,CUST-00096,1434.13,EUR,2025-08-19,overpay
PAY-00004880,INV-0005094,CUST-00314,3366.29,EUR,2025-04-14,overpay
PAY-00009600,INV-0010062,CUST-00014,480.80,EUR,2025-10-25,full-match
PAY-00015527,INV-0016248,CUST-00443,2505.89,EUR,2025-05-28,full-match
PAY-00016799,INV-0017569,CUST-00301,1872.67,EUR,2025-06-28,overpay
PAY-00022272,INV-X-0017405,CUST-00614,3896.53,EUR,2025-12-17,noise
PAY-00018385,INV-0019215,CUST-00343,1573.33,EUR,2025-02-06,full-match
PAY-00014769,INV-0015446,CUST-00386,427.72,EUR,2026-01-08,duplicate
PAY-00013191,INV-0013836,CUST-00699,4277.00,EUR,2025-11-24,duplicate
PAY-00009848,INV-0010321,CUST-00702,2575.00,EUR,2025-09-27,full-match
PAY-00014220,INV-0014890,CUST-00834,2482.36,EUR,2025-07-24,full-match
PAY-00023209,INV-X-0022338,CUST-00223,5525.22,EUR,2025-11-25,noise
PAY-00023622,INV-X-0002173,CUST-00055,2382.24,EUR,2026-02-21,noise
PAY-00018583,INV-0019413,CUST-00789,347.99,EUR,2025-05-03,overpay
PAY-00000481,,CUST-00620,809.52,EUR,2025-09-24,missing-invoice-id
PAY-00008114,INV-0008514,CUST-00455,59.31,EUR,2025-02-16,full-match
PAY-00003147,INV-0003291,CUST-00089,2931.43,EUR,2025-12-22,full-match
PAY-00001747,INV-0001834,CUST-00862,2325.21,EUR,2025-06-29,full-match
PAY-00012668,INV-0013286,CUST-00999,4286.12,EUR,2026-02-17,overpay
PAY-00011941,INV-0012516,CUST-00650,4779.60,EUR,2025-06-21,overpay
PAY-00006429,INV-0006731,CUST-00269,4596.88,EUR,2025-07-05,full-match
PAY-00022716,INV-X-0003660,CUST-00774,2985.34,EUR,2025-04-10,noise
PAY-00013749,INV-0014406,CUST-00050,1890.42,EUR,2026-01-25,full-match
PAY-00004775,INV-0004981,CUST-00834,3078.85,EUR,2025-02-08,full-match
PAY-00012534,INV-0013137,CUST-00215,4984.23,EUR,2025-03-21,full-match
PAY-00024955,INV-X-0020733,CUST-00760,2376.48,EUR,2025-05-17,noise
PAY-00001097,INV-0001144,CUST-00136,3496.04,EUR,2025-02-22,full-match
PAY-00014996,INV-0015671,CUST-00544,5817.11,EUR,2025-04-28,overpay
PAY-00012319,INV-0012906,CUST-00250,4905.05,EUR,2025-08-25,full-match
PAY-00023201,INV-X-0036736,CUST-00409,5371.87,EUR,2025-03-31,noise
PAY-00016527,INV-0017284,CUST-00940,2070.21,EUR,2025-08-25,full-match
PAY-00005403,INV-0005634,CUST-00584,4248.98,EUR,2025-07-30,full-match
PAY-00021328,INV-X-0035481,CUST-00531,6077.09,EUR,2025-12-03,noise
PAY-00016501,INV-0017258,CUST-00055,956.87,EUR,2025-12-16,full-match
PAY-00013204,INV-0013849,CUST-00259,2031.93,EUR,2025-11-25,full-match
PAY-00000035,,CUST-00862,3212.80,EUR,2025-12-08,missing-invoice-id
PAY-00008366,INV-0008776,CUST-00716,1803.97,EUR,2025-06-11,full-match
PAY-00013741,INV-0014396,CUST-00812,2437.17,EUR,2025-07-27,partial
PAY-00023954,INV-X-0027805,CUST-00884,6623.39,EUR,2025-12-13,noise
PAY-00022040,INV-X-0033694,CUST-00773,4938.13,EUR,2025-07-25,noise
PAY-00020512,INV-X-0035712,CUST-00662,713.15,EUR,2025-10-28,noise
PAY-00022357,INV-X-0031344,CUST-00544,1597.62,EUR,2025-06-06,noise
PAY-00011901,INV-0012477,CUST-00956,2489.96,EUR,2025-03-29,full-match
PAY-00000500,INV-0000524,CUST-00129,4863.28,EUR,2025-12-17,duplicate
PAY-00015498,INV-0016218,CUST-00562,3255.21,EUR,2025-03-09,full-match
PAY-00003973,INV-0004141,CUST-00912,825.76,EUR,2025-09-05,full-match
PAY-00013107,INV-0013751,CUST-00702,4105.36,EUR,2025-10-31,full-match
PAY-00012079,INV-0012661,CUST-00360,1105.72,EUR,2025-08-05,overpay
PAY-00022486,INV-X-0005581,CUST-00058,5913.48,EUR,2025-12-24,noise
PAY-00000720,INV-0000753,CUST-00862,3119.95,EUR,2025-07-22,full-match
PAY-00011800,INV-0012375,CUST-00594,4027.16,EUR,2025-02-27,duplicate
PAY-00023991,INV-X-0025498,CUST-00281,4057.61,EUR,2025-12-31,noise
PAY-00022841,INV-X-0010036,CUST-00342,363.07,EUR,2026-02-10,noise
PAY-00021288,INV-X-0004685,CUST-00988,6619.15,EUR,2025-03-07,noise
PAY-00010690,INV-0011203,CUST-00877,4757.27,EUR,2025-02-25,full-match
PAY-00020646,INV-X-0005196,CUST-00560,365.64,EUR,2025-11-07,noise
PAY-00021340,INV-X-0004269,CUST-00691,5615.20,EUR,2025-01-05,noise
PAY-00010205,INV-0010690,CUST-00948,734.39,EUR,2025-12-11,partial
PAY-00008390,INV-0008799,CUST-00620,2217.62,EUR,2025-11-20,partial
PAY-00023151,INV-X-0030820,CUST-00567,3467.19,EUR,2026-02-22,noise
PAY-00009274,INV-0009724,CUST-00751,1936.43,EUR,2025-07-22,full-match
PAY-00024639,INV-X-0022529,CUST-00139,2482.93,EUR,2025-04-29,noise
PAY-00016308,INV-0017059,CUST-00817,4924.37,EUR,2025-11-17,full-match
PAY-00014062,INV-0014728,CUST-00927,4352.68,EUR,2025-10-15,full-match
PAY-00002151,INV-0002245,CUST-00486,2138.30,EUR,2025-04-03,duplicate
PAY-00015328,INV-0016037,CUST-00107,3741.99,EUR,2025-08-08,full-match
PAY-00019089,INV-0019938,CUST-00737,2813.59,EUR,2025-06-23,duplicate
PAY-00020374,INV-X-0022375,CUST-00201,6270.26,EUR,2025-06-01,noise
PAY-00004935,INV-0005150,CUST-00532,3545.53,EUR,2026-01-28,duplicate
PAY-00001606,INV-0001691,CUST-00519,42.18,EUR,2025-10-18,partial
PAY-00011625,INV-0012195,CUST-00345,1221.89,EUR,2025-08-17,full-match
PAY-00008104,INV-0008503,CUST-00317,521.39,EUR,2025-11-04,full-match
PAY-00017725,INV-0018518,CUST-00968,4810.36,EUR,2025-09-26,full-match
PAY-00014172,INV-0014844,CUST-00714,4818.05,EUR,2025-10-04,full-match
PAY-00002850,INV-0002983,CUST-00459,3937.49,EUR,2025-07-14,full-match
PAY-00015722,INV-0016448,CUST-00562,2467.79,EUR,2026-01-20,full-match
PAY-00004812,INV-0005018,CUST-00175,4580.09,EUR,2025-02-27,full-match
PAY-00015359,INV-0016072,CUST-00741,4688.33,EUR,2025-06-20,full-match
PAY-00001493,INV-0001576,CUST-00886,584.06,EUR,2025-06-25,duplicate
PAY-00016652,INV-0017418,CUST-00040,3536.63,EUR,2025-04-25,overpay
PAY-00004351,INV-0004534,CUST-00119,3041.76,EUR,2025-08-26,full-match
PAY-00021400,INV-X-0030161,CUST-00860,3542.13,EUR,2026-01-02,noise
PAY-00002505,INV-0002623,CUST-00668,726.45,EUR,2025-10-06,suspicious-customer-mismatch
PAY-00008001,INV-0008399,CUST-00574,884.02,EUR,2025-11-29,full-match
PAY-00015064,INV-0015746,CUST-00300,4375.30,EUR,2025-03-20,full-match
PAY-00017833,INV-0018627,CUST-00363,4035.14,EUR,2025-12-11,full-match
PAY-00000449,INV-0000468,CUST-00661,131.35,EUR,2025-11-07,suspicious-customer-mismatch
PAY-00001836,INV-0001926,CUST-00922,1496.71,EUR,2025-12-20,full-match
PAY-00022086,INV-X-0008046,CUST-00454,1309.79,EUR,2025-11-05,noise
PAY-00008180,INV-0008584,CUST-00480,4544.29,EUR,2025-03-28,full-match
PAY-00009937,INV-0010411,CUST-00402,1304.44,EUR,2025-03-03,overpay
PAY-00006626,INV-0006941,CUST-00988,409.09,EUR,2025-06-04,full-match
PAY-00005555,INV-0005796,CUST-00181,5380.24,EUR,2025-03-13,overpay
PAY-00021421,INV-X-0033936,CUST-00925,3095.12,EUR,2025-06-23,noise
PAY-00021625,INV-X-0006351,CUST-00671,3576.04,EUR,2025-11-13,noise
PAY-00010905,INV-0011430,CUST-00822,3441.90,EUR,2025-03-17,full-match
PAY-00017893,INV-0018694,CUST-00444,754.22,EUR,2025-07-28,partial
PAY-00012961,,CUST-00949,3653.90,EUR,2025-12-31,missing-invoice-id
PAY-00005778,INV-0006031,CUST-00229,3290.77,EUR,2025-01-29,full-match
PAY-00023853,INV-X-0020880,CUST-00674,3200.00,EUR,2025-06-28,noise
PAY-00023777,INV-X-0019081,CUST-00285,112.56,EUR,2025-11-04,noise
PAY-00018839,INV-0019679,CUST-00088,4130.76,EUR,2025-07-22,full-match
PAY-00007843,INV-0008237,CUST-00991,4042.24,EUR,2025-12-24,full-match
PAY-00019088,INV-0019938,CUST-00737,2813.59,EUR,2025-06-23,duplicate
PAY-00013479,INV-0014127,CUST-00296,428.96,EUR,2026-01-26,duplicate
PAY-00008065,INV-0008464,CUST-00088,4403.42,EUR,2025-07-25,full-match
PAY-00018863,INV-0019704,CUST-00223,2866.99,EUR,2025-12-09,full-match
PAY-00009449,INV-0009905,CUST-00334,1354.88,EUR,2025-11-15,full-match
PAY-00013001,INV-0013634,CUST-00363,1146.07,EUR,2025-10-23,duplicate
PAY-00002992,INV-0003138,CUST-00905,3935.47,EUR,2025-03-07,full-match
PAY-00022298,INV-X-0013812,CUST-00200,3181.78,EUR,2025-05-07,noise
PAY-00022504,INV-X-0002487,CUST-00850,2640.36,EUR,2025-10-26,noise
PAY-00001965,INV-0002058,CUST-00301,3327.36,EUR,2025-10-25,full-match
PAY-00010717,INV-0011233,CUST-00717,1170.88,EUR,2025-02-17,partial
PAY-00014620,INV-0015299,CUST-00296,2473.00,EUR,2025-06-25,full-match
PAY-00014550,INV-0015227,CUST-00095,4545.53,EUR,2025-09-21,full-match
PAY-00011730,INV-0012304,CUST-00965,1579.94,EUR,2025-07-12,full-match
PAY-00022643,INV-X-0005997,CUST-00225,3614.55,EUR,2025-12-25,noise
PAY-00006430,INV-0006732,CUST-00986,2924.53,EUR,2025-09-07,full-match
PAY-00007441,INV-0007796,CUST-00201,3912.64,EUR,2025-12-22,full-match
PAY-00003069,INV-0003216,CUST-00258,731.71,EUR,2025-06-29,full-match
PAY-00000140,,CUST-00241,1394.99,EUR,2025-08-10,missing-invoice-id
PAY-00005157,INV-0005386,CUST-00853,3000.23,EUR,2025-11-29,full-match
PAY-00012887,INV-0013511,CUST-00550,3824.64,EUR,2025-04-16,full-match
PAY-00001194,INV-0001250,CUST-00418,1970.76,EUR,2026-01-02,full-match
PAY-00024689,INV-X-0029706,CUST-00019,6394.50,EUR,2025-07-16,noise
PAY-00000684,INV-0000714,CUST-00670,4958.79,EUR,2025-12-12,full-match
PAY-00013530,INV-0014178,CUST-00097,1831.93,EUR,2025-03-16,duplicate
PAY-00005809,INV-0006066,CUST-00335,4057.58,EUR,2025-06-25,duplicate
PAY-00010161,INV-0010643,CUST-00370,240.90,EUR,2025-02-02,partial
PAY-00016462,INV-0017221,CUST-00460,1483.14,EUR,2025-12-29,full-match
PAY-00015369,INV-0016084,CUST-00267,2348.42,EUR,2025-08-11,full-match
PAY-00020127,INV-X-0006751,CUST-00278,4793.37,EUR,2025-07-03,noise
PAY-00012464,INV-0013063,CUST-00723,1561.76,EUR,2025-11-15,full-match
PAY-00018856,INV-0019696,CUST-00057,1433.03,EUR,2025-11-09,full-match
PAY-00004833,INV-0005041,CUST-00585,306.07,EUR,2025-11-16,partial
PAY-00001721,INV-0001810,CUST-00974,3016.96,EUR,2025-04-06,full-match
PAY-00005729,INV-0005977,CUST-00808,3404.31,EUR,2025-12-06,full-match
PAY-00006796,INV-0007124,CUST-00726,1182.31,EUR,2025-11-25,partial
PAY-00017849,INV-0018644,CUST-00539,2497.41,EUR,2025-03-21,full-match
PAY-00009629,INV-0010091,CUST-00053,882.67,EUR,2025-05-02,full-match
PAY-00002982,INV-0003128,CUST-00098,4157.76,EUR,2025-08-28,full-match
PAY-00017651,INV-0018444,CUST-00775,2668.18,EUR,2025-09-28,full-match
PAY-00001332,INV-0001395,CUST-00963,2726.80,EUR,2025-10-15,full-match
PAY-00017603,INV-0018393,CUST-00291,1551.81,EUR,2025-01-19,full-match
PAY-00011718,INV-0012289,CUST-00175,2898.00,EUR,2025-04-22,suspicious-customer-mismatch
PAY-00002904,INV-0003038,CUST-00515,4104.31,EUR,2025-04-16,full-match
